amfi_code,fund_house,scheme_name,category,sub_category,plan,launch_date,benchmark,expense_ratio_pct,exit_load_pct,min_sip_amount,min_lumpsum_amount,fund_manager,risk_category,sebi_category_code,cagr_1yr,cagr_3yr,cagr_5yr,sharpe,sortino,max_drawdown,mdd_start,mdd_end,alpha,beta,r_value,p_value,stderr,rank_cagr_3yr,rank_sharpe,rank_alpha,rank_expense_inv,rank_mdd_inv,fund_score,fund_score_rank
118633,Nippon India MF,Nippon India Large Cap Fund - Direct - Growth,Equity,Large Cap,Direct,2013-01-01,NIFTY 100 TRI,0.72,1.0,500,1000,Sailesh Raj Bhan,Moderate,,0.25539980483954094,0.2108997654925684,,0.6452074382933215,1.154475716923624,-0.18629743138595511,2023-10-30,2024-02-29,,,,,,15.0,21.0,,-5.0,-15.0,61.4375,12.0
118634,Nippon India MF,Nippon India Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2010-09-16,BSE 250 SmallCap TRI,1.53,1.0,500,1000,Samir Rachh,Very High,,0.15811221971300937,0.08007927728656083,,0.44843400890899127,0.7460146308533572,-0.2334488614483311,2025-04-09,2026-02-20,,,,,,27.0,26.0,,-28.0,-9.0,42.1875,28.0
118635,Nippon India MF,Nippon India ETF Nifty 50 BeES,Equity,Index/ETF,Direct,2001-12-28,NIFTY 50 TRI,0.89,0.0,500,100,Vishal Jain,Moderate,,0.22493224932249345,0.20008208380471482,,0.664856998549062,1.137976718780742,-0.1165062450540909,2022-01-03,2022-06-09,,,,,,17.0,19.0,,-13.0,-31.0,54.37499999999999,18.0
118636,Nippon India MF,Nippon India Gilt Securities Fund - Regular - Growth,Debt,Gilt,Regular,1999-08-19,CRISIL Dynamic Gilt Index,0.55,0.0,500,1000,Vivek Sharma,Low,,0.10454939683040276,0.040622050237771434,,-0.35662950751436784,-0.6135251287271023,-0.08316361763638702,2023-02-09,2024-02-09,,,,,,33.0,38.0,,-1.0,-35.0,34.0,33.0
119092,Axis Mutual Fund,Axis Bluechip Fund - Regular - Growth,Equity,Large Cap,Regular,2010-01-05,NIFTY 100 TRI,1.64,1.0,500,1000,Shreyash Devalkar,Moderate,,0.016091186722522632,0.005258871209757432,,0.03078485095458594,0.05257398559304803,-0.1440161790933726,2023-10-12,2025-02-07,,,,,,36.0,31.0,,-39.0,-26.0,23.9375,40.0
119093,Axis Mutual Fund,Axis Bluechip Fund - Direct - Growth,Equity,Large Cap,Direct,2013-01-01,NIFTY 100 TRI,0.75,1.0,500,1000,Shreyash Devalkar,Moderate,,0.197667410165155,0.20816771175535864,,0.12961449795669328,0.22108683979276353,-0.21751396370148224,2022-02-24,2023-05-22,,,,,,16.0,29.0,,-8.0,-10.0,56.00000000000001,16.0
119094,Axis Mutual Fund,Axis Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,2011-02-18,NIFTY Midcap 50 TRI,1.38,1.0,500,1000,Jinesh Gopani,High,,0.22261065131342206,0.35111802096428524,,0.9982309868636413,1.7037974802463003,-0.20960883862039192,2022-04-14,2022-08-11,,,,,,1.0,11.0,,-16.0,-13.0,74.375,2.0
119095,Axis Mutual Fund,Axis Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2013-11-29,BSE 250 SmallCap TRI,1.38,1.0,500,1000,Anupam Tiwari,Very High,,-0.427976145588544,-0.11705806723995271,,-0.0759735711747892,-0.12818559275851926,-0.5167775370852656,2025-05-22,2026-05-11,,,,,,40.0,33.0,,-16.0,-2.0,34.125,32.0
119120,SBI Mutual Fund,SBI Magnum Gilt Fund - Regular Plan - Growth,Debt,Gilt,Regular,2000-12-30,CRISIL Dynamic Gilt Index,0.77,0.0,500,1000,Dinesh Ahuja,Low,,0.055219955107626895,0.05840358798463097,,-0.22657538662791576,-0.37676700817066683,-0.04328728923970093,2024-09-16,2025-04-01,,,,,,32.0,37.0,,-9.0,-36.0,32.125,35.0
119551,SBI Mutual Fund,SBI Bluechip Fund - Regular Plan - Growth,Equity,Large Cap,Regular,2006-02-14,NIFTY 100 TRI,1.54,1.0,500,1000,Sohini Andani,Moderate,,0.6043734071403091,0.3045652442030289,,1.2082665673727175,2.140267129061793,-0.1501238549864533,2023-08-24,2024-02-05,,,,,,6.0,4.0,,-30.0,-24.0,67.18750000000001,7.0
119552,SBI Mutual Fund,SBI Bluechip Fund - Direct Plan - Growth,Equity,Large Cap,Direct,2013-01-01,NIFTY 100 TRI,0.66,1.0,500,1000,Sohini Andani,Moderate,,0.05706100044974027,0.16267372294624916,,0.9532794968660104,1.609776489628308,-0.11803493502764295,2024-05-21,2024-09-02,,,,,,23.0,12.0,,-4.0,-30.0,57.875,14.0
119598,SBI Mutual Fund,SBI Small Cap Fund - Regular Plan - Growth,Equity,Small Cap,Regular,2009-09-09,BSE 250 SmallCap TRI,1.43,1.0,500,1000,R. Srinivasan,Very High,,0.8277605861507404,0.2666992200118774,,0.9453082575156095,1.6753165700125519,-0.2870600572176455,2024-08-28,2025-05-14,,,,,,12.0,14.0,,-21.0,-5.0,64.75,10.0
119599,SBI Mutual Fund,SBI Small Cap Fund - Direct Plan - Growth,Equity,Small Cap,Direct,2013-01-01,BSE 250 SmallCap TRI,0.72,1.0,500,1000,R. Srinivasan,Very High,,0.1394780335518997,-0.01337386614488112,,-0.05718662582817995,-0.09438726129459606,-0.5257422117012851,2023-01-17,2025-10-28,,,,,,38.0,32.0,,-5.0,-1.0,40.81249999999999,29.0
120503,ICICI Prudential MF,ICICI Pru Bluechip Fund - Regular - Growth,Equity,Large Cap,Regular,2008-05-23,NIFTY 100 TRI,1.42,1.0,500,1000,Anish Tawakley,Moderate,,0.08489081269294418,0.13978381933703043,,0.7979728586052847,1.3379431500669237,-0.13897862823061635,2023-09-19,2023-11-09,,,,,,25.0,17.0,,-20.0,-27.0,48.0,23.0
120504,ICICI Prudential MF,ICICI Pru Bluechip Fund - Direct - Growth,Equity,Large Cap,Direct,2013-01-01,NIFTY 100 TRI,0.8,1.0,500,1000,Anish Tawakley,Moderate,,0.13064279264417977,0.3248742855621496,,1.0265242847993001,1.8052937940992548,-0.12588275606922517,2022-10-04,2023-05-30,,,,,,3.0,10.0,,-12.0,-29.0,71.375,5.0
120505,ICICI Prudential MF,ICICI Pru Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,2004-10-28,NIFTY Midcap 150 TRI,1.36,1.0,500,1000,Sankaran Naren,High,,0.29604659337893646,0.317775371512347,,1.1801011976606492,2.0293529404657464,-0.18188513572116294,2024-10-24,2025-01-23,,,,,,5.0,5.0,,-15.0,-16.0,75.125,1.0
120506,ICICI Prudential MF,ICICI Pru Value Discovery Fund - Regular - Growth,Equity,Value,Regular,2004-08-16,NIFTY 500 TRI,1.41,1.0,500,1000,Sankaran Naren,Moderately High,,0.4181904829701364,0.1842199653744454,,0.6488787755249532,1.0958951614736467,-0.1982565826298267,2023-03-31,2023-08-14,,,,,,20.0,20.0,,-19.0,-14.0,53.49999999999999,19.0
120507,ICICI Prudential MF,ICICI Pru Liquid Fund - Regular - Growth,Debt,Liquid,Regular,2001-11-17,CRISIL Liquid Fund AI Index,0.74,0.0,500,5000,Rahul Goswami,Low,,0.0742505077613469,0.07394286300360076,,0.4957233929533123,1.0521238822609291,-0.0009773140045925555,2025-10-16,2025-10-20,,,,,,29.0,23.0,,-7.0,-40.0,42.875,25.0
120841,Kotak Mahindra MF,Kotak Bluechip Fund - Regular - Growth,Equity,Large Cap,Regular,2005-12-29,NIFTY 100 TRI,1.59,1.0,500,1000,Harsha Upadhyaya,Moderate,,0.16837098075385626,0.1726727508371786,,0.4942725378672349,0.8625738849916581,-0.1757361416468729,2024-01-09,2025-02-14,,,,,,22.0,24.0,,-35.0,-17.0,42.74999999999999,26.0
120842,Kotak Mahindra MF,Kotak Emerging Equity Fund - Regular - Growth,Equity,Mid Cap,Regular,2007-03-30,NIFTY Midcap 150 TRI,1.56,1.0,500,1000,Pankaj Tibrewal,High,,0.2250195657587366,0.07756003551327284,,0.07599984804658923,0.12469346986475674,-0.24003511326274884,2023-11-09,2024-10-17,,,,,,28.0,30.0,,-33.0,-8.0,37.5,30.0
120843,Kotak Mahindra MF,Kotak Flexicap Fund - Regular - Growth,Equity,Flexi Cap,Regular,2009-08-11,NIFTY 500 TRI,1.45,1.0,500,1000,Pankaj Tibrewal,Moderately High,,0.26657081760850154,0.2958277033726251,,1.3067439695428409,2.3643200321667184,-0.1297396816518679,2022-03-07,2022-04-13,,,,,,7.0,2.0,,-22.0,-28.0,69.87500000000001,6.0
120844,Kotak Mahindra MF,Kotak Liquid Fund - Regular - Growth,Debt,Liquid,Regular,2004-03-03,CRISIL Liquid Fund AI Index,0.6,0.0,500,5000,Deepak Agrawal,Low,,0.07120323042122512,0.06695971624586994,,-0.08874729621557288,-0.1877230477424223,-0.0011629327956168556,2024-04-12,2024-04-30,,,,,,30.0,34.0,,-3.0,-39.0,37.00000000000001,31.0
125497,HDFC Mutual Fund,HDFC Top 100 Fund - Direct Plan - Growth,Equity,Large Cap,Direct,2013-01-01,NIFTY 100 TRI,0.92,1.0,500,1000,Rahul Baijal,Moderate,,0.2867535802656873,0.18434488610520172,,0.7757902498211205,1.3306512447571364,-0.15200013055606398,2023-12-22,2025-01-01,,,,,,19.0,18.0,,-14.0,-23.0,55.12499999999999,17.0
125498,HDFC Mutual Fund,HDFC Mid-Cap Opportunities Fund - Direct - Growth,Equity,Mid Cap,Direct,2013-01-01,NIFTY Midcap 150 TRI,0.78,1.0,500,1000,Chirag Setalvad,High,,0.15443720834451846,0.11245222866621418,,0.30061192104254786,0.5088128197169232,-0.21117279560132118,2025-04-04,2025-09-12,,,,,,26.0,27.0,,-10.0,-12.0,48.5,22.0
148567,Mirae Asset MF,Mirae Asset Large Cap Fund - Regular - Growth,Equity,Large Cap,Regular,2008-04-04,NIFTY 100 TRI,1.46,1.0,500,1000,Gaurav Misra,Moderate,,0.20360678307711866,0.3400091602163293,,1.4482911703262598,2.3856443733688186,-0.11265729075028275,2023-07-11,2023-10-20,,,,,,2.0,1.0,,-23.0,-33.0,72.625,3.0
148568,Mirae Asset MF,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Equity,Large & Mid Cap,Regular,2010-07-09,NIFTY Large Midcap 250 TRI,1.52,1.0,500,1000,Neelesh Surana,Moderately High,,0.14269394138778924,0.14748035533586012,,0.9262873467360144,1.632740977873516,-0.1527259422823477,2023-09-05,2024-01-24,,,,,,24.0,15.0,,-26.0,-22.0,48.8125,21.0
148569,Mirae Asset MF,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,ELSS,Regular,2015-12-28,NIFTY 500 TRI,1.6,1.0,500,1000,Neelesh Surana,High,,0.3975176148971702,0.2917890157839378,,1.2349300257743294,2.146913926346055,-0.1639674294693263,2023-08-10,2023-10-20,,,,,,8.0,3.0,,-36.0,-20.0,65.06250000000001,8.0
149322,DSP Mutual Fund,DSP Top 100 Equity Fund - Regular - Growth,Equity,Large Cap,Regular,2003-03-10,NIFTY 100 TRI,1.54,1.0,500,1000,Apoorva Shah,Moderate,,0.1811115252275146,0.18044206486636138,,0.46403744922047774,0.7621288703723166,-0.14844576917771746,2022-01-03,2022-02-04,,,,,,21.0,25.0,,-30.0,-25.0,42.5625,27.0
149323,DSP Mutual Fund,DSP Midcap Fund - Regular - Growth,Equity,Mid Cap,Regular,2006-11-16,NIFTY Midcap 150 TRI,1.61,1.0,500,1000,Vinit Sambre,High,,0.21481222193726257,0.268699908289022,,1.1321218524747243,1.8751010639192083,-0.17248105753451382,2022-06-06,2022-10-24,,,,,,11.0,6.0,,-38.0,-19.0,60.62499999999999,13.0
149324,DSP Mutual Fund,DSP Small Cap Fund - Regular - Growth,Equity,Small Cap,Regular,2007-06-14,BSE 250 SmallCap TRI,1.52,1.0,500,1000,Vinit Sambre,Very High,,0.6513871892998797,0.27000426614519246,,0.9497958246616031,1.6197931764914093,-0.31171900300634214,2024-05-03,2025-01-03,,,,,,10.0,13.0,,-26.0,-4.0,65.0625,9.0
